carat,cut,color,clarity,price,x,y,z
1.19,Premium,I,VS1,5747,6.91,6.85,4.12
1.34,Ideal,J,VS1,5748,7.04,7.12,4.39
1.06,Ideal,I,VS2,5748,6.53,6.58,4.04
1.07,Ideal,I,SI1,5748,6.57,6.59,4.05
1.01,Premium,E,SI1,5749,6.47,6.44,3.94
1.51,Fair,I,I1,5750,7.16,7.12,4.65
1.15,Very Good,H,VS2,5750,6.7,6.62,4.2
1.11,Premium,G,SI1,5750,6.65,6.61,4.14
1.01,Ideal,E,SI1,5751,6.56,6.48,3.9
1.17,Premium,H,SI1,5751,6.79,6.75,4.23
1.17,Ideal,H,SI1,5751,6.83,6.77,4.22
1.3,Premium,E,SI2,5751,7.05,7.0,4.32
1.07,Very Good,H,SI1,5752,6.53,6.64,4.1
0.81,Ideal,E,VVS1,5752,5.95,5.98,3.73
0.9,Very Good,G,IF,5754,6.22,6.26,3.75
1.0,Very Good,D,SI1,5755,6.42,6.48,3.9
1.0,Ideal,D,SI1,5755,6.39,6.43,4.02
1.34,Premium,D,SI2,5756,7.16,7.11,4.3
1.08,Ideal,H,SI1,5756,6.61,6.65,4.02
1.01,Good,G,VS2,5756,6.46,6.55,3.83
0.9,Very Good,D,VS1,5757,6.11,6.15,3.86
0.9,Very Good,D,VS1,5757,6.13,6.18,3.88
1.07,Good,H,VS2,5758,6.54,6.47,4.15
1.02,Very Good,G,VS2,5758,6.43,6.38,4.07
0.92,Ideal,H,IF,5758,6.25,6.3,3.92
1.08,Premium,D,SI1,5758,6.62,6.57,4.13
1.35,Premium,E,SI2,5758,7.11,7.06,4.36
1.06,Ideal,F,SI1,5758,6.53,6.51,4.05
1.35,Very Good,J,VS1,5759,7.04,7.1,4.39
1.01,Very Good,G,VS2,5759,6.42,6.46,3.91
1.01,Very Good,G,VS2,5759,6.34,6.38,3.94
1.01,Very Good,G,VS2,5759,6.41,6.47,3.96
1.0,Very Good,F,VS2,5759,6.29,6.34,3.96
1.01,Very Good,G,VS2,5759,6.36,6.46,3.95
1.01,Premium,G,VS2,5759,6.48,6.55,3.92
1.01,Premium,G,VS2,5759,6.46,6.49,3.96
1.01,Very Good,G,VS2,5759,6.46,6.52,3.89
1.01,Very Good,G,VS2,5759,6.35,6.41,4.02
1.01,Very Good,E,SI1,5759,6.33,6.41,3.94
1.31,Premium,I,VS1,5759,7.07,6.98,4.35
1.31,Premium,I,VS1,5759,6.98,6.9,4.36
1.13,Ideal,G,SI1,5759,6.71,6.75,4.16
1.28,Good,J,VS1,5759,7.06,7.16,4.2
1.01,Very Good,E,VS2,5760,6.5,6.56,3.87
1.21,Premium,I,SI1,5760,6.89,6.85,4.23
1.22,Ideal,I,VS2,5761,6.91,6.97,4.13
1.27,Ideal,F,SI1,5761,6.96,6.89,4.28
1.27,Premium,J,VVS1,5761,7.06,6.99,4.22
1.35,Ideal,F,SI2,5761,7.05,7.03,4.43
1.05,Premium,D,SI1,5762,6.62,6.53,3.98
1.23,Ideal,J,VS2,5763,6.87,6.8,4.22
1.23,Very Good,I,SI1,5763,6.9,6.94,4.19
1.2,Ideal,I,SI1,5763,6.87,6.97,4.17
1.14,Ideal,H,SI1,5763,6.69,6.74,4.18
1.07,Premium,H,VS1,5764,6.6,6.52,4.1
1.68,Good,E,I1,5765,7.44,7.48,4.8
1.2,Ideal,I,VS1,5765,6.95,7.04,4.15
1.38,Ideal,J,SI2,5765,7.22,7.26,4.42
1.33,Premium,I,SI2,5765,7.01,6.98,4.36
1.0,Very Good,G,VS2,5766,6.49,6.56,3.85
1.0,Good,G,VS2,5766,6.51,6.57,3.88
1.04,Premium,E,SI1,5766,6.59,6.56,3.92
1.2,Ideal,G,VS1,5766,6.84,6.77,4.2
1.56,Ideal,J,SI2,5766,7.45,7.41,4.62
1.04,Good,E,SI1,5766,6.46,6.39,4.1
1.07,Very Good,D,SI1,5767,6.54,6.57,4.05
1.07,Ideal,D,SI1,5767,6.54,6.59,4.06
0.96,Ideal,F,VS1,5767,6.34,6.38,3.89
1.02,Ideal,I,VVS2,5767,6.47,6.51,4.03
1.51,Premium,H,SI2,5767,7.42,7.37,4.49
1.23,Ideal,H,SI1,5768,6.78,6.72,4.27
1.03,Good,H,SI2,5768,6.36,6.3,4.04
1.09,Ideal,F,SI1,5768,6.61,6.56,4.08
1.23,Premium,J,VVS2,5768,6.92,6.86,4.22
1.11,Good,F,SI1,5769,6.59,6.63,4.17
1.1,Very Good,F,SI1,5769,6.73,6.78,3.98
1.05,Very Good,E,SI1,5770,6.54,6.6,3.99
1.13,Fair,H,SI1,5771,6.52,6.44,4.23
0.9,Good,G,IF,5771,6.09,6.18,3.87
1.09,Very Good,E,SI1,5771,6.53,6.6,4.12
1.29,Very Good,I,SI1,5771,6.88,6.92,4.39
1.29,Ideal,J,VS2,5771,6.92,6.96,4.31
1.22,Premium,H,VS1,5773,6.84,6.76,4.23
1.02,Ideal,F,SI1,5773,6.41,6.44,4.0
1.1,Premium,E,SI1,5773,6.62,6.55,4.14
1.22,Ideal,H,VS1,5773,6.82,6.73,4.25
1.03,Premium,F,VS2,5774,6.45,6.4,4.02
1.0,Premium,D,SI1,5775,6.44,6.47,3.89
1.0,Ideal,D,SI1,5775,6.5,6.54,3.95
1.0,Ideal,D,SI1,5775,6.48,6.52,3.93
1.0,Premium,D,SI1,5775,6.32,6.38,3.97
1.25,Very Good,H,SI2,5775,6.82,6.87,4.3
1.0,Premium,D,SI1,5775,6.37,6.43,3.93
1.08,Premium,H,VS2,5775,6.59,6.54,4.13
1.24,Premium,E,SI1,5775,7.08,7.01,4.11
1.04,Premium,H,VS2,5777,6.66,6.51,3.98
1.01,Very Good,E,VS2,5777,6.41,6.45,3.97
1.01,Ideal,H,VS1,5777,6.37,6.4,4.0
1.02,Very Good,D,SI1,5778,6.33,6.38,4.02
1.34,Ideal,I,SI2,5778,7.16,7.12,4.38
1.34,Premium,J,VS2,5778,7.08,7.01,4.41
1.01,Very Good,G,VS2,5779,6.28,6.35,3.97
1.13,Premium,H,VS2,5779,6.61,6.66,4.14
0.92,Very Good,D,SI1,5779,6.24,6.27,3.8
1.2,Good,H,SI1,5779,6.72,6.68,4.27
1.2,Premium,H,SI2,5779,6.81,6.77,4.17
0.92,Ideal,D,SI1,5779,6.2,6.23,3.87
1.29,Ideal,J,VS1,5779,6.98,6.92,4.31
1.2,Premium,E,SI2,5779,6.95,6.89,4.18
1.11,Very Good,H,SI1,5780,6.63,6.65,4.11
1.01,Premium,D,SI1,5780,6.51,6.45,3.89
1.01,Premium,D,SI1,5780,6.47,6.41,3.94
1.11,Premium,H,VS2,5781,6.63,6.59,4.14
1.16,Premium,F,VS2,5781,6.86,6.8,4.13
1.24,Very Good,J,VS1,5783,6.85,6.96,4.29
1.24,Very Good,J,VS1,5783,6.81,6.89,4.27
1.24,Very Good,I,VS2,5783,6.95,7.02,4.2
1.06,Premium,H,VS2,5783,6.49,6.54,4.08
1.06,Premium,H,VS2,5783,6.5,6.57,4.05
1.06,Very Good,H,VS2,5783,6.47,6.49,4.05
1.09,Very Good,G,VS2,5783,6.59,6.73,3.99
1.0,Good,E,SI1,5784,6.35,6.42,3.93
1.01,Fair,F,VS2,5784,6.17,6.21,4.03
1.33,Very Good,J,VS2,5785,6.97,7.01,4.38
1.01,Good,F,VS1,5786,6.37,6.32,4.06
1.23,Premium,G,VS1,5786,6.78,6.74,4.27
1.34,Very Good,J,SI2,5787,6.97,7.05,4.37
1.01,Premium,G,VS2,5787,6.45,6.41,4.01
1.21,Good,E,SI2,5787,6.65,6.59,4.24
1.3,Premium,F,SI2,5788,7.07,6.92,4.33
1.23,Very Good,I,VS2,5789,6.94,7.02,4.17
1.01,Very Good,F,SI1,5789,6.38,6.42,3.99
1.08,Ideal,H,VS1,5791,6.58,6.64,4.09
1.03,Premium,G,SI1,5791,6.6,6.54,3.91
1.26,Ideal,G,VS2,5792,6.94,6.89,4.25
1.16,Ideal,D,SI2,5793,6.74,6.79,4.2
1.21,Premium,H,SI1,5793,6.72,6.68,4.21
1.22,Premium,F,SI2,5794,6.78,6.73,4.22
0.9,Very Good,D,VS1,5795,6.24,6.28,3.7
0.91,Ideal,G,VS1,5795,6.17,6.2,3.84
1.28,Ideal,J,VS2,5795,6.93,6.87,4.33
1.04,Ideal,F,SI1,5795,6.61,6.56,4.01
1.38,Ideal,I,SI2,5796,7.14,7.1,4.4
1.24,Ideal,H,SI2,5797,6.87,6.9,4.27
1.24,Ideal,I,SI1,5797,6.84,6.88,4.26
1.01,Fair,D,VS2,5797,6.56,6.44,3.84
1.0,Ideal,F,SI2,5798,6.37,6.42,3.99
1.06,Ideal,E,SI1,5798,6.55,6.59,4.05
1.16,Very Good,H,SI2,5799,6.7,6.64,4.19
1.09,Premium,D,SI1,5799,6.61,6.57,4.06
1.35,Premium,G,SI1,5799,7.07,6.97,4.38
1.32,Premium,J,VS2,5800,7.11,7.14,4.3
1.03,Very Good,E,VS2,5800,6.46,6.53,3.98
1.18,Premium,H,SI1,5801,6.79,6.74,4.18
1.51,Fair,J,SI2,5801,7.13,7.09,4.63
1.14,Premium,G,SI1,5801,6.85,6.79,4.09
1.19,Premium,H,SI1,5802,6.76,6.7,4.22
1.11,Premium,E,SI1,5802,6.61,6.66,4.07
1.02,Very Good,D,SI1,5803,6.32,6.35,4.07
1.0,Very Good,F,SI1,5804,6.38,6.43,3.91
1.03,Ideal,D,SI1,5804,6.51,6.57,4.0
1.03,Ideal,D,SI1,5804,6.49,6.53,4.01
1.03,Ideal,D,SI1,5804,6.48,6.53,3.97
1.0,Ideal,D,SI1,5804,6.39,6.41,3.96
1.16,Ideal,D,SI1,5805,6.73,6.76,4.18
1.08,Very Good,E,SI2,5805,6.5,6.52,4.1
1.04,Ideal,H,VS2,5805,6.56,6.61,4.0
0.92,Ideal,F,VS2,5805,6.25,6.3,3.84
1.1,Premium,H,VS2,5805,6.75,6.64,4.1
1.0,Premium,G,VS2,5806,6.4,6.36,4.02
1.0,Premium,G,VS2,5806,6.42,6.27,3.99
1.0,Very Good,G,VS2,5806,6.31,6.27,3.99
1.0,Very Good,G,VS2,5806,6.38,6.33,4.01
1.0,Premium,G,VS2,5806,6.43,6.39,3.98
1.02,Ideal,E,SI1,5806,6.49,6.46,4.01
1.22,Ideal,I,SI1,5807,6.96,6.9,4.17
1.22,Ideal,I,SI1,5807,6.99,6.93,4.19
1.22,Ideal,H,SI2,5807,6.9,5.92,4.22
1.22,Ideal,H,SI2,5807,6.91,6.83,4.24
1.22,Ideal,I,SI1,5807,6.8,6.77,4.25
1.5,Very Good,G,I1,5808,7.34,7.39,4.44
1.32,Ideal,J,VS1,5808,7.0,7.04,4.39
1.14,Premium,H,VS1,5809,6.74,6.65,4.15
1.24,Good,E,SI2,5809,7.03,7.1,4.13
1.14,Premium,D,SI1,5809,6.79,6.73,4.09
1.25,Ideal,H,SI2,5810,6.93,6.89,4.23
1.01,Very Good,D,SI1,5812,6.33,6.38,3.93
1.01,Ideal,D,SI1,5812,6.4,6.44,3.94
1.06,Premium,G,VS2,5813,6.52,6.49,4.05
1.13,Ideal,I,VS1,5813,6.72,6.74,4.15
1.07,Premium,F,SI1,5813,6.66,6.5,4.06
1.02,Very Good,E,SI1,5814,6.4,6.45,4.02
1.21,Ideal,H,SI2,5814,6.81,6.87,4.25
1.03,Premium,G,VS2,5814,6.51,6.48,4.04
1.01,Very Good,D,SI1,5815,6.42,6.47,3.97
1.29,Premium,J,VS2,5815,7.07,6.99,4.25
1.18,Very Good,H,SI1,5815,6.75,6.72,4.26
1.02,Good,G,VS2,5816,6.38,6.41,4.07
1.02,Ideal,G,VS2,5816,6.41,6.43,4.02
1.02,Ideal,G,VS2,5816,6.38,6.46,3.98
1.09,Ideal,F,SI1,5816,6.56,6.61,4.08
1.09,Ideal,F,SI1,5816,6.59,6.61,4.09
1.2,Very Good,I,SI1,5816,6.73,6.79,4.22
0.3,Ideal,H,VVS2,605,4.31,4.33,2.65
0.3,Good,H,VVS2,605,4.24,4.28,2.71
0.3,Ideal,F,VS2,605,4.27,4.31,2.69
0.3,Premium,G,VS1,605,4.3,4.33,2.59
0.3,Very Good,H,VVS2,605,4.3,4.32,2.63
0.3,Ideal,H,VVS2,605,4.33,4.35,2.67
0.3,Premium,F,VS2,605,4.32,4.35,2.63
0.3,Ideal,G,VS1,605,4.29,4.32,2.66
0.3,Ideal,H,VVS2,605,4.26,4.29,2.66
0.3,Very Good,G,VS1,605,4.24,4.28,2.65
0.3,Premium,F,VS2,605,4.27,4.3,2.63
0.3,Premium,F,VS2,605,4.28,4.31,2.67
0.3,Very Good,G,VS1,605,4.26,4.28,2.68
0.3,Very Good,G,VS1,605,4.23,4.27,2.67
0.3,Ideal,H,VVS2,605,4.31,4.34,2.67
0.3,Premium,H,VVS2,605,4.26,4.3,2.67
0.3,Ideal,F,VS2,605,4.3,4.31,2.66
0.3,Very Good,G,VS1,605,4.3,4.33,2.6
0.3,Good,H,VVS2,605,4.24,4.27,2.71
0.3,Good,G,VS1,605,4.24,4.28,2.69
0.3,Very Good,H,VVS2,605,4.22,4.25,2.66
0.3,Very Good,G,VS1,605,4.25,4.29,2.68
0.3,Very Good,G,VS1,605,4.27,4.32,2.7
0.3,Very Good,G,VS1,605,4.25,4.32,2.68
0.3,Very Good,G,VS1,605,4.26,4.29,2.69
0.3,Good,H,VVS2,605,4.21,4.24,2.68
0.3,Ideal,H,VVS2,605,4.31,4.34,2.66
0.3,Very Good,G,VS1,605,4.24,4.26,2.67
0.3,Good,G,VS1,605,4.26,4.29,2.72
0.3,Premium,F,VS2,605,4.22,4.27,2.64
1.01,Good,F,VS2,5817,6.31,6.37,4.0
0.95,Good,G,VVS2,5817,6.5,6.58,3.77
1.06,Premium,D,SI1,5817,6.72,6.65,3.97
1.08,Premium,H,VS1,5818,6.84,6.78,3.99
1.12,Ideal,H,SI1,5818,6.7,6.73,4.09
1.2,Good,I,VS1,5818,6.65,6.74,4.13
1.2,Good,I,VS1,5818,6.84,6.89,4.09
1.14,Very Good,F,SI1,5819,6.67,6.74,4.09
1.0,Good,E,VS2,5819,6.37,6.34,4.05
1.07,Very Good,H,VS2,5820,6.59,6.62,4.05
1.07,Ideal,H,VS2,5820,6.55,6.58,4.07
1.23,Ideal,I,SI2,5820,6.87,6.91,4.26
1.31,Ideal,I,SI2,5820,7.05,7.01,4.29
1.05,Very Good,D,SI1,5821,6.59,6.7,4.0
1.08,Good,D,SI1,5821,6.39,6.47,4.1
1.05,Premium,G,VS2,5821,6.56,6.52,4.05
1.05,Premium,D,SI1,5821,6.73,6.66,3.92
1.05,Premium,E,SI1,5821,6.57,6.5,4.04
1.1,Premium,F,SI1,5821,6.77,6.7,4.01
1.2,Premium,H,SI1,5822,7.0,6.92,4.13
1.2,Premium,H,SI1,5822,6.87,6.79,4.15
1.2,Ideal,H,SI1,5822,6.86,6.82,4.22
1.2,Premium,H,SI1,5822,6.79,6.71,4.2
1.19,Ideal,E,SI2,5822,6.87,6.84,4.13
1.01,Good,E,SI1,5823,6.38,6.28,4.05
1.3,Premium,H,VS2,5824,7.01,6.97,4.38
1.0,Ideal,G,VS2,5824,6.38,6.36,3.97
0.91,Very Good,D,VS2,5825,6.32,6.34,3.77
1.19,Good,F,SI1,5825,6.98,7.02,4.03
1.21,Very Good,H,SI1,5826,6.83,6.79,4.25
1.01,Premium,H,VS1,5826,6.36,6.32,3.94
1.03,Premium,G,VS2,5826,6.45,6.4,4.05
1.2,Ideal,G,SI2,5826,6.86,6.83,4.18
0.9,Ideal,F,VS2,5828,6.22,6.24,3.79
1.01,Ideal,H,SI2,5828,6.58,6.61,3.9
1.13,Ideal,D,SI1,5829,6.68,6.74,4.15
1.01,Good,E,VS2,5829,6.16,6.22,4.06
1.0,Good,F,VS1,5829,6.17,6.23,4.02
1.15,Very Good,H,VS2,5831,6.75,6.79,4.08
1.14,Ideal,H,VS2,5831,6.68,6.72,4.13
1.16,Good,J,VVS2,5831,6.79,6.85,4.2
1.37,Ideal,J,VS2,5831,7.11,7.05,4.46
1.17,Premium,H,SI1,5831,6.95,6.9,4.05
1.27,Premium,H,VS2,5832,7.09,7.03,4.16
1.3,Very Good,J,VS2,5832,7.02,7.07,4.34
1.22,Premium,I,VS2,5832,6.79,6.83,4.24
1.01,Ideal,D,SI1,5832,6.37,6.44,3.97
1.01,Very Good,D,SI1,5832,6.34,6.4,3.98
1.01,Very Good,D,SI1,5832,6.36,6.42,4.01
1.31,Premium,I,VS2,5832,7.16,7.05,4.29
1.33,Premium,I,SI2,5832,7.04,7.02,4.39
1.2,Ideal,H,VS2,5833,6.74,6.65,4.22
1.2,Very Good,H,VS2,5833,6.74,6.67,4.24
1.05,Ideal,H,VS2,5833,6.55,6.52,4.03
1.0,Fair,F,VS1,5833,6.28,6.25,4.09
1.5,Good,H,SI2,5833,7.55,7.5,4.31
1.23,Good,I,VS1,5834,6.76,6.85,4.33
1.37,Very Good,I,SI2,5834,7.07,7.17,4.43
1.06,Ideal,F,SI1,5834,6.57,6.54,4.06
1.24,Very Good,I,VS2,5836,6.82,6.87,4.29
1.03,Ideal,D,SI2,5836,6.51,6.53,3.96
1.08,Premium,F,SI1,5836,6.63,6.58,4.05
1.17,Ideal,F,SI1,5837,6.71,6.73,4.18
1.03,Ideal,E,SI1,5837,6.62,6.57,3.98
1.12,Ideal,H,SI1,5838,6.67,6.69,4.13
1.01,Premium,G,VS2,5839,6.35,6.37,3.95
1.01,Very Good,G,VS2,5839,6.4,6.46,3.96
1.02,Very Good,D,SI1,5839,6.42,6.5,4.05
1.08,Ideal,H,VS2,5839,6.59,6.56,4.08
1.02,Ideal,E,SI1,5840,6.44,6.47,4.01
1.0,Fair,F,VS2,5840,6.26,6.31,4.08
0.74,Ideal,D,VVS2,5841,5.82,5.87,3.58
1.23,Premium,F,SI2,5841,7.02,6.96,4.19
1.17,Ideal,D,SI2,5842,6.7,6.72,4.21
1.05,Ideal,F,SI1,5842,6.58,6.61,4.04
1.0,Ideal,F,VS2,5844,6.43,6.48,4.0
1.09,Very Good,H,VS1,5845,6.66,6.7,4.02
1.12,Premium,H,VS1,5845,6.6,6.64,4.11
1.5,Fair,J,VS2,5846,7.2,7.07,4.6
1.2,Premium,G,SI2,5846,6.77,6.73,4.21
1.2,Premium,H,SI2,5846,6.82,6.75,4.23
1.2,Premium,F,SI2,5846,6.79,6.73,4.23
1.03,Premium,H,VS1,5849,6.55,6.52,4.0
1.26,Very Good,H,VS2,5849,6.91,6.81,4.34
1.08,Ideal,H,VS2,5850,6.64,6.61,4.1
1.25,Very Good,F,SI2,5851,7.16,7.06,4.13
1.0,Very Good,D,SI1,5851,6.31,6.35,4.0
1.15,Premium,G,SI1,5851,6.76,6.68,4.18
1.15,Premium,G,SI1,5851,6.71,6.65,4.18
1.33,Ideal,J,VS1,5852,7.08,7.11,4.35
1.16,Ideal,H,SI1,5852,6.87,6.84,4.11
1.0,Fair,G,VS1,5853,6.47,6.45,3.79
1.2,Very Good,H,VS1,5853,6.69,6.65,4.2
1.0,Very Good,H,VS2,5854,6.38,6.4,3.92
1.11,Ideal,H,SI1,5854,6.69,6.73,4.07
1.01,Premium,F,SI1,5854,6.65,6.52,3.89
1.01,Ideal,I,VS2,5855,6.38,6.41,4.0
0.9,Good,G,IF,5855,6.12,6.17,3.8
1.23,Very Good,I,SI1,5855,6.91,6.79,4.32
1.23,Ideal,I,SI1,5855,6.91,6.87,4.27
1.36,Premium,I,SI2,5856,7.01,7.08,4.42
1.33,Ideal,J,SI1,5857,7.04,7.07,4.4
1.14,Premium,H,VS2,5858,6.76,6.72,4.13
1.24,Very Good,H,SI2,5858,6.99,7.05,4.21
1.81,Fair,J,I1,5859,7.43,7.39,5.04
1.0,Very Good,G,VS2,5860,6.36,6.39,3.92
1.0,Good,G,VS2,5860,6.23,6.33,3.99
1.09,Premium,H,VS1,5860,6.71,6.67,4.03
1.01,Premium,D,SI1,5860,6.46,6.39,3.95
1.01,Very Good,H,VS2,5861,6.49,6.41,3.95
1.01,Very Good,F,SI1,5861,6.37,6.42,3.99
1.14,Ideal,H,SI1,5861,6.78,6.83,4.11
1.35,Ideal,J,VS2,5862,7.1,7.13,4.37
1.12,Ideal,H,SI1,5863,6.66,6.61,4.17
1.14,Ideal,I,VS1,5863,6.75,6.77,4.17
1.0,Good,G,VS1,5863,6.23,6.29,4.02
1.01,Premium,G,VS2,5864,6.46,6.42,3.91
1.01,Premium,G,VS2,5864,6.49,6.46,3.96
1.01,Premium,G,VS2,5864,6.41,6.35,4.02
1.01,Premium,G,VS2,5864,6.38,6.34,3.94
1.01,Premium,G,VS2,5864,6.46,6.36,3.95
1.01,Premium,G,VS2,5864,6.47,6.41,3.96
1.0,Good,F,VS2,5864,6.29,6.25,4.03
1.0,Premium,F,VS2,5864,6.38,6.35,4.0
1.0,Premium,F,VS2,5864,6.46,6.42,3.86
1.01,Premium,G,VS2,5864,6.49,6.45,3.93
1.01,Premium,G,VS2,5864,6.43,6.38,3.98
1.01,Premium,G,VS2,5864,6.55,6.48,3.92
1.1,Ideal,I,VS1,5864,6.64,6.6,4.12
1.21,Very Good,I,VS1,5865,6.9,6.97,4.12
1.0,Very Good,E,SI1,5865,6.45,6.49,3.89
1.21,Very Good,I,VS1,5866,6.85,6.91,4.21
1.24,Ideal,J,VS1,5866,6.89,6.93,4.26
1.24,Ideal,I,SI2,5866,6.85,6.9,4.25
1.08,Ideal,H,SI1,5867,6.69,6.66,4.01
1.2,Very Good,H,SI1,5868,6.76,6.8,4.23
1.1,Ideal,G,SI1,5868,6.56,6.6,4.09
1.2,Premium,G,SI1,5868,6.74,6.68,4.21
1.31,Premium,I,SI1,5869,6.96,6.91,4.37
1.21,Very Good,H,SI1,5871,6.74,6.69,4.24
1.18,Good,D,SI2,5871,6.83,6.88,4.09
1.68,Good,E,I1,5871,7.48,7.44,4.8
1.21,Premium,H,SI1,5871,6.77,6.7,4.21
1.04,Good,F,SI1,5871,6.4,6.36,4.06
1.07,Premium,D,SI1,5872,6.57,6.54,4.05
1.07,Ideal,D,SI1,5872,6.59,6.54,4.06
1.31,Premium,J,SI1,5876,7.16,7.13,4.26
1.06,Ideal,E,SI1,5877,6.71,6.66,3.93
1.28,Premium,H,VS2,5878,7.07,7.03,4.19
0.93,Ideal,G,IF,5879,6.25,6.22,3.88
0.95,Ideal,E,VS1,5879,6.3,6.28,3.87
1.0,Premium,D,SI1,5880,6.52,6.39,3.96
1.0,Premium,D,SI1,5880,6.54,6.44,3.87
1.25,Ideal,H,SI2,5880,6.87,6.82,4.3
1.2,Very Good,F,SI2,5880,6.73,6.78,4.24
1.2,Ideal,I,VS2,5880,6.8,6.75,4.17
1.0,Ideal,D,SI1,5880,6.54,6.5,3.95
1.0,Premium,D,SI1,5880,6.47,6.44,3.89
1.0,Premium,D,SI1,5880,6.38,6.32,3.97
1.0,Premium,D,SI1,5880,6.43,6.37,3.93
1.0,Ideal,D,SI1,5880,6.38,6.35,3.96
1.0,Ideal,E,SI1,5880,6.45,6.43,3.97
1.0,Ideal,D,SI1,5880,6.52,6.48,3.93
1.01,Ideal,H,VS1,5882,6.4,6.37,4.0
1.01,Fair,E,VS2,5882,6.15,6.1,4.0
1.21,Ideal,H,VS2,5882,6.84,6.79,4.24
1.21,Ideal,H,VS2,5882,6.79,6.74,4.25
1.04,Premium,F,SI1,5882,6.62,6.59,3.93
1.04,Ideal,F,SI1,5882,6.55,6.5,4.0
1.01,Premium,E,VS2,5882,6.59,6.54,3.89
1.04,Premium,H,VS1,5882,6.64,6.59,3.95
1.01,Premium,E,VS2,5882,6.3,6.24,3.73
1.0,Very Good,H,VS2,5883,6.23,6.29,4.05
1.03,Premium,H,VS1,5883,6.48,6.43,4.03
1.2,Very Good,I,VS2,5884,6.83,6.88,4.23
1.03,Very Good,I,SI2,5884,6.38,6.4,4.06
1.2,Very Good,H,SI2,5884,6.78,6.84,4.19
1.2,Ideal,I,VS2,5884,6.66,6.74,4.19
1.21,Very Good,E,SI1,5885,6.83,6.88,4.18
1.27,Ideal,J,VS1,5885,6.95,6.97,4.27
1.13,Premium,H,VS2,5885,6.81,6.72,4.1
1.13,Ideal,H,VS2,5885,6.7,6.66,4.14
1.13,Premium,H,VS2,5885,6.66,6.61,4.14
1.01,Very Good,G,VS2,5886,6.53,6.6,3.94
0.92,Ideal,H,VVS1,5886,6.26,6.23,3.88
1.05,Premium,H,VS1,5886,6.62,6.59,3.97
0.9,Very Good,E,VS2,5887,6.16,6.23,3.8
1.0,Ideal,G,VS2,5887,6.37,6.41,3.98
1.0,Ideal,G,VS2,5887,6.43,6.32,3.97
1.0,Premium,G,VS2,5887,6.41,6.37,3.9
1.28,Ideal,G,SI2,5888,6.96,6.99,4.28
1.1,Ideal,H,VS2,5888,6.64,6.67,4.08
1.09,Premium,G,VS2,5889,6.73,6.59,3.99
1.06,Ideal,H,VS2,5889,6.49,6.47,4.05
1.06,Premium,H,VS2,5889,6.57,6.5,4.05
1.21,Premium,D,SI2,5889,6.8,6.83,4.24
1.24,Premium,I,VS2,5889,7.02,6.95,4.2
1.06,Premium,H,VS2,5889,6.54,6.49,4.08
1.23,Good,H,SI1,5889,6.81,6.77,4.34
1.24,Ideal,F,SI2,5889,6.95,6.88,4.27
1.24,Premium,I,VS2,5889,6.91,6.87,4.28
1.23,Ideal,H,SI1,5889,6.83,6.79,4.29
1.24,Premium,F,SI2,5889,6.94,6.9,4.25
1.02,Premium,D,SI1,5890,6.38,6.42,3.99
1.15,Ideal,D,SI2,5891,6.72,6.76,4.16
1.17,Ideal,I,VS1,5892,6.74,6.79,4.16
1.21,Premium,J,VVS1,5893,6.81,6.86,4.19
0.99,Premium,F,VS2,5893,6.5,6.35,4.02
1.21,Good,H,SI1,5893,6.63,6.68,4.23
1.23,Ideal,F,SI2,5894,6.8,6.84,4.25
1.04,Premium,E,SI1,5894,6.54,6.47,3.98
1.01,Very Good,H,VS2,5897,6.46,6.5,3.9
0.9,Ideal,D,VS2,5897,6.14,6.09,3.85
1.29,Good,J,VS2,5898,7.07,7.12,4.13
1.01,Premium,G,VS1,5898,6.38,6.33,3.92
1.16,Ideal,D,SI2,5898,6.79,6.74,4.2
1.14,Good,E,SI1,5899,6.78,6.68,4.09
1.2,Premium,H,SI1,5899,6.73,6.7,4.19
1.26,Premium,G,SI2,5899,7.09,7.05,4.18
1.01,Very Good,F,VS2,5902,6.38,6.41,4.02
1.01,Good,F,VS2,5902,6.46,6.51,3.9
1.5,Very Good,J,SI2,5902,7.46,7.54,4.4
1.21,Ideal,H,VS1,5902,6.79,6.75,4.19
1.25,Premium,H,VS2,5902,6.9,6.84,4.25
1.24,Ideal,H,SI2,5902,6.9,6.87,4.27
1.24,Ideal,I,SI1,5902,6.88,6.84,4.26
1.01,Very Good,H,VS1,5904,6.5,6.59,3.87
1.09,Ideal,I,VS2,5904,6.55,6.59,4.06
1.0,Good,G,VS1,5906,6.23,6.29,4.03
1.03,Premium,E,VS2,5906,6.53,6.46,3.98
0.9,Ideal,H,VS1,5907,6.27,6.29,3.79
1.16,Ideal,G,SI1,5908,6.75,6.78,4.18
1.11,Premium,E,SI1,5908,6.66,6.61,4.07
1.08,Premium,E,SI1,5908,6.73,6.66,3.99
1.0,Fair,G,VS1,5908,6.31,6.26,4.05
1.07,Ideal,F,SI1,5909,6.62,6.67,1.07
1.22,Premium,J,VS1,5910,6.92,6.85,4.25
1.01,Very Good,H,VS2,5911,6.45,6.48,3.86
1.13,Ideal,H,SI1,5911,6.63,6.65,4.11
1.16,Ideal,D,SI1,5911,6.76,6.73,4.18
1.38,Premium,J,SI1,5912,7.38,7.32,4.34
1.33,Very Good,J,VS2,5913,6.91,6.96,4.43
